Player,Link,BirthDate,T,B,Team
Takabe Akito,https://npb.jp/bis/eng/players/11215151.html,Dec. 11 1997,R,L,Lotte Marines
Takada Koichi,https://npb.jp/bis/eng/players/01205153.html,Jun. 3 1998,R,R,Rakuten Eagles
Takada Takuto,https://npb.jp/bis/eng/players/21225153.html,Sep. 18 2002,L,L,DeNA BayStars
Takagi Shoto,https://npb.jp/bis/eng/players/11215155.html,Aug. 12 2003,R,R,Hiroshima Carp
Takagi Wataru,https://npb.jp/bis/eng/players/71075136.html,Dec. 6 1999,R,L,Seibu Lions
Takahama Yuto,https://npb.jp/bis/eng/players/01005130.html,Aug. 8 1996,R,R,Hanshin Tigers
Takahashi Bo,https://npb.jp/bis/eng/players/43045155.html,Jan. 23 1997,R,R,Seibu Lions
Takahashi Haruto,https://npb.jp/bis/eng/players/91095136.html,Nov. 7 1995,L,L,Hanshin Tigers
Takahashi Hiroto,https://npb.jp/bis/eng/players/61265153.html,Aug. 9 2002,R,R,Chunichi Dragons
Takahashi Keiji,https://npb.jp/bis/eng/players/51055132.html,May 14 1997,L,L,Yakult Swallows
Takahashi Kona,https://npb.jp/bis/eng/players/71075130.html,Feb. 3 1997,R,R,Seibu Lions
Takahashi Kosuke,https://npb.jp/bis/eng/players/41245150.html,Dec. 31 2006,L,L,Chunichi Dragons
Takahashi Kouya,https://npb.jp/bis/eng/players/01005134.html,Sep. 27 1998,L,L,Hiroshima Carp
Takahashi Rei,https://npb.jp/bis/eng/players/01005136.html,Nov. 2 1995,R,R,Yomiuri Giants
Takahashi Shosei,https://npb.jp/bis/eng/players/53255159.html,Dec. 17 2005,R,R,Yakult Swallows
Takahashi Shuhei,https://npb.jp/bis/eng/players/91095135.html,Jan. 18 1994,R,L,Chunichi Dragons
Takahashi Shun,,Sep. 15 1997,R,R,HAYATE Ventures
Takahashi Yuki,https://npb.jp/bis/eng/players/61965138.html,Feb. 1 1997,L,L,Yomiuri Giants
Takamatsu Wataru,https://npb.jp/bis/eng/players/21025136.html,Jul. 2 1999,R,L,Seibu Lions
Takamizawa Ikumi,https://npb.jp/bis/eng/players/11215159.html,Jan. 18 2006,R,L,DeNA BayStars
Takanashi Hirotoshi,https://npb.jp/bis/eng/players/21925139.html,Jun. 5 1991,R,R,Yakult Swallows
Takanashi Yuhei,https://npb.jp/bis/eng/players/91095134.html,Jul. 13 1992,L,L,Yomiuri Giants
Takano Shuta,https://npb.jp/bis/eng/players/31035157.html,Aug. 13 1998,L,L,Lotte Marines
Takano Souta,https://npb.jp/bis/eng/players/81085159.html,Jul. 28 2005,R,R,Yakult Swallows
Takashima Taito,https://npb.jp/bis/eng/players/61065159.html,Dec. 3 1999,R,R,ORIX Buffaloes
Takatera Nozomu,https://npb.jp/bis/eng/players/41245153.html,Oct. 17 2002,R,L,Hanshin Tigers
Takayama Shun,,Apr. 18 1993,R,L,Oisix Albirex
Takeda Aito,https://npb.jp/bis/eng/players/31535132.html,Apr. 6 1997,R,R,Lotte Marines
Takeda Riku,https://npb.jp/bis/eng/players/91295159.html,Jun. 6 2005,L,L,DeNA BayStars
Takeda Shota,https://npb.jp/bis/eng/players/01005135.html,Apr. 3 1993,R,R,SoftBank Hawks
Takeda Yu,https://npb.jp/bis/eng/players/11415150.html,Jul. 5 1999,R,R,DeNA BayStars
Takeoka Ryusei,https://npb.jp/bis/eng/players/71275151.html,May 28 2001,R,L,Yakult Swallows
Takeshita Akihiro,https://npb.jp/bis/eng/players/51055157.html,May 20 2000,R,R,Rakuten Eagles
Takeshita Kaito,https://npb.jp/bis/eng/players/61265150.html,Nov. 6 2006,L,L,Hiroshima Carp
Takeshita Raia,https://npb.jp/bis/eng/players/81285150.html,Nov. 12 2006,R,R,Yomiuri Giants
Takeuchi Natsuki,https://npb.jp/bis/eng/players/51255159.html,Jul. 21 2001,L,L,Seibu Lions
Takeuchi Ryota,https://npb.jp/bis/eng/players/71275159.html,Oct. 25 2005,R,R,Lotte Marines
Takeuchi Ryushin,https://npb.jp/bis/eng/players/51255151.html,Dec. 11 2001,R,R,Chunichi Dragons
Takeyama Hyuga,https://npb.jp/bis/eng/players/91295155.html,Nov. 2 2003,R,R,Yakult Swallows
Takimoto Masaki,https://npb.jp/bis/eng/players/71275155.html,Jul. 29 2003,R,R,SoftBank Hawks
Takinaka Ryota,https://npb.jp/bis/eng/players/31235151.html,Dec. 20 1994,R,R,Rakuten Eagles
Takita Kazuki,https://npb.jp/bis/eng/players/31235159.html,Dec. 28 2001,L,L,Hiroshima Carp
Takizawa Natsuo,https://npb.jp/bis/eng/players/51255155.html,Aug. 13 2003,R,L,Seibu Lions
Tamai Taisho,https://npb.jp/bis/eng/players/91295134.html,Jun. 16 1992,R,R,Nipponham Fighters
Tamamura Shogo,https://npb.jp/bis/eng/players/41245151.html,Apr. 16 2001,L,L,Hiroshima Carp
Tamiya Yua,https://npb.jp/bis/eng/players/51055138.html,Jun. 13 2000,R,L,Nipponham Fighters
Tamura Ichiro,https://npb.jp/bis/eng/players/01205134.html,Sep. 19 1994,R,L,Seibu Lions
Tamura Shunsuke,https://npb.jp/bis/eng/players/61265155.html,Aug. 25 2003,L,L,Hiroshima Carp
Tamura Tatsuhiro,https://npb.jp/bis/eng/players/41945137.html,May 13 1994,R,R,Lotte Marines
Tamura Tomoki,https://npb.jp/bis/eng/players/41045157.html,Apr. 6 2004,R,R,Yomiuri Giants
Tanai Manato,https://npb.jp/bis/eng/players/91495150.html,Mar. 6 2007,R,R,DeNA BayStars
Tanaka Chiharu,https://npb.jp/bis/eng/players/91095157.html,Sep. 21 2000,R,R,Yomiuri Giants
Tanaka Eito,https://npb.jp/bis/eng/players/61065136.html,Jul. 13 1999,R,L,Nipponham Fighters
Tanaka Eito,https://npb.jp/bis/eng/players/61065136.html,Jul. 13 1999,R,L,Yomiuri Giants
Tanaka Fuki,https://npb.jp/bis/eng/players/21225155.html,Aug. 23 2003,R,R,Lotte Marines
Tanaka Haruto,https://npb.jp/bis/eng/players/01405150.html,Jun. 25 2006,R,L,Yakult Swallows
Tanaka Haruya,https://npb.jp/bis/eng/players/01005157.html,Jun. 6 2004,R,L,Lotte Marines
Tanaka Kazuki,https://npb.jp/bis/eng/players/11215134.html,Aug. 8 1994,R,S,Rakuten Eagles
Tanaka Kosuke,https://npb.jp/bis/eng/players/61965139.html,Jul. 3 1989,R,L,Hiroshima Carp
Tanaka Leiri Hammond,https://npb.jp/bis/eng/players/41245155.html,Jan. 17 2004,R,R,SoftBank Hawks
Tanaka Masahiro,https://npb.jp/bis/eng/players/11215114.html,Nov. 1 1988,R,R,Rakuten Eagles
Tanaka Masahiro,https://npb.jp/bis/eng/players/11215114.html,Nov. 1 1988,R,R,Yomiuri Giants
Tanaka Mikiya,https://npb.jp/bis/eng/players/21025157.html,Nov. 28 2000,R,R,Chunichi Dragons
Tanaka Seigi,https://npb.jp/bis/eng/players/31235134.html,Jul. 19 1994,R,R,Nipponham Fighters
Tanaka Shunta,,Aug. 18 1993,R,L,Oisix Albirex
Tanaka Takaya,https://npb.jp/bis/eng/players/31235130.html,Aug. 27 1992,R,L,Rakuten Eagles
Taneichi Atsuki,https://npb.jp/bis/eng/players/71275134.html,Sep. 7 1998,R,R,Lotte Marines
Tanigawa Yuito,,May. 27 2002,R,R,HAYATE Ventures
Tanigawara Kenta,https://npb.jp/bis/eng/players/11215132.html,Apr. 16 1997,R,L,SoftBank Hawks
Taniguchi Asahi,https://npb.jp/bis/eng/players/01205159.html,Apr. 3 2004,R,R,Seibu Lions
Tanimura Tsuyoshi,https://npb.jp/bis/eng/players/21425150.html,Sep. 15 2006,R,L,Lotte Marines
Tanoue Sota,https://npb.jp/bis/eng/players/11415153.html,Nov. 26 2002,R,L,SoftBank Hawks
Tanoue Yuya,https://npb.jp/bis/eng/players/21225159.html,Jun. 8 2005,R,R,Yomiuri Giants
Tatematsu Yu,https://npb.jp/bis/eng/players/71475150.html,Feb. 5 1999,R,L,Lotte Marines
Tateoka Soichiro,https://npb.jp/bis/eng/players/81985118.html,May 18 1990,R,L,Yomiuri Giants
Tatsu Kota,https://npb.jp/bis/eng/players/01205155.html,Mar. 27 2004,R,R,Nipponham Fighters
Tatsumi Konosuke,https://npb.jp/bis/eng/players/71075157.html,Nov. 24 2000,R,R,Rakuten Eagles
Tatsumi Ryosuke,https://npb.jp/bis/eng/players/11015138.html,Dec. 27 1996,R,L,Rakuten Eagles
Tatsuyama Haruki,https://npb.jp/bis/eng/players/51455150.html,May 13 2006,R,R,Seibu Lions
Taura Fumimaru,https://npb.jp/bis/eng/players/51055136.html,Sep. 21 1999,L,L,SoftBank Hawks
Terachi Ryusei,https://npb.jp/bis/eng/players/51455159.html,Aug. 19 2005,R,L,Lotte Marines
Teramoto Seiichi,https://npb.jp/bis/eng/players/81485150.html,Feb. 5 2003,R,L,ORIX Buffaloes
Teranishi Naruki,https://npb.jp/bis/eng/players/61465150.html,Oct. 18 2002,R,R,ORIX Buffaloes
Thomas Cody,https://npb.jp/bis/eng/players/53955159.html,Oct. 8 1994,R,L,ORIX Buffaloes
Tima Julian,https://npb.jp/bis/eng/players/13015153.html,Sep. 25 2004,R,R,Yomiuri Giants
Tobashira Yasutaka,https://npb.jp/bis/eng/players/41245132.html,Apr. 11 1990,R,L,DeNA BayStars
Tobita Yusei,https://npb.jp/bis/eng/players/31235157.html,Mar. 13 2005,R,L,SoftBank Hawks
Toda Natsuki,https://npb.jp/bis/eng/players/91495153.html,Jul. 22 2000,R,R,Yomiuri Giants
Togo Shosei,https://npb.jp/bis/eng/players/41045138.html,Apr. 4 2000,R,R,Yomiuri Giants
Toi Reiji,https://npb.jp/bis/eng/players/11215157.html,Jan. 18 2005,R,R,Hanshin Tigers
Tojo Taiki,https://npb.jp/bis/eng/players/21225132.html,Aug. 15 1991,R,R,Lotte Marines
Tokoda Hiroki,https://npb.jp/bis/eng/players/11415134.html,Mar. 1 1995,L,L,Hiroshima Carp
Tokuyama Kazuto,https://npb.jp/bis/eng/players/11615150.html,Apr. 11 2002,L,L,Rakuten Eagles
Tokuyama Souma,https://npb.jp/bis/eng/players/81285155.html,Jun. 6 1999,R,R,DeNA BayStars
Tomida Ren,https://npb.jp/bis/eng/players/51255157.html,Sep. 6 2001,L,L,Hanshin Tigers
Tomida Ryu,https://npb.jp/bis/eng/players/11415155.html,Nov. 11 1999,L,L,Yomiuri Giants
Tomiyama Daiki,,Aug. 18 2000,L,L,HAYATE Ventures
Tomiyama Konoshin,https://npb.jp/bis/eng/players/91495159.html,Sep. 18 2005,R,R,Lotte Marines
Tomiyama Ryoga,https://npb.jp/bis/eng/players/61065138.html,May 3 1997,L,L,ORIX Buffaloes
Tomosugi Atsuki,https://npb.jp/bis/eng/players/71275157.html,Nov. 7 2000,R,R,Lotte Marines
Tone Chiaki,https://npb.jp/bis/eng/players/21225130.html,Oct. 17 1992,L,L,Hiroshima Carp
Tongu Yuma,https://npb.jp/bis/eng/players/81085138.html,Nov. 17 1996,R,R,ORIX Buffaloes
Tonosaki Shuta,https://npb.jp/bis/eng/players/41245130.html,Dec. 20 1992,R,R,Seibu Lions
Toumatsu Kaisei,https://npb.jp/bis/eng/players/71475159.html,Apr. 29 2005,L,L,ORIX Buffaloes
Toyoda Hiroshi,https://npb.jp/bis/eng/players/31435155.html,Apr. 28 1997,R,R,Hanshin Tigers
Tsuchida Ryuku,https://npb.jp/bis/eng/players/51455153.html,Dec. 30 2002,R,L,Chunichi Dragons
Tsuda Junya,https://npb.jp/bis/eng/players/11415159.html,Aug. 27 2001,R,R,Hanshin Tigers
Tsuda Keishi,https://npb.jp/bis/eng/players/81285159.html,Nov. 23 2002,R,R,Chunichi Dragons
Tsuge Sena,https://npb.jp/bis/eng/players/61265151.html,Jun. 3 1997,R,R,Seibu Lions
Tsuji Taiga,https://npb.jp/bis/eng/players/81085157.html,Aug. 29 2004,L,L,Hiroshima Carp
Tsujimoto Rintaro,https://npb.jp/bis/eng/players/61265159.html,Aug. 11 2001,R,R,Chunichi Dragons
Tsukayama Kenshiro,https://npb.jp/bis/eng/players/41445150.html,Jul. 24 2006,R,R,SoftBank Hawks
Tsumori Yuki,https://npb.jp/bis/eng/players/81285151.html,Jan. 21 1998,R,R,SoftBank Hawks
Tsunehiro Hayato,https://npb.jp/bis/eng/players/31435159.html,Sep. 18 2001,R,R,Hiroshima Carp
Tsurusaki Taisei,https://npb.jp/bis/eng/players/11415151.html,Oct. 10 1997,R,R,Rakuten Eagles
Tsutsugoh Yoshitomo,https://npb.jp/bis/eng/players/41945131.html,Nov. 26 1991,R,L,DeNA BayStars
Turley Nik,https://npb.jp/bis/eng/players/13015155.html,Sep. 11 1989,L,L,Rakuten Eagles
Tysinger Brandon Taiga,https://npb.jp/bis/eng/players/91295153.html,Jun. 15 1998,R,R,Seibu Lions
Uchi Seiryu,https://npb.jp/bis/eng/players/51555153.html,Apr. 24 2002,R,L,Rakuten Eagles
Uchida Shodai,https://npb.jp/bis/eng/players/51355157.html,Sep. 22 2004,R,R,Hiroshima Carp
Uchima Takuma,https://npb.jp/bis/eng/players/71575153.html,Nov. 21 1998,R,R,Hiroshima Carp
Uchino Kaito,https://npb.jp/bis/eng/players/71375157.html,Jul. 28 2004,R,R,SoftBank Hawks
Uchiyama Souma,https://npb.jp/bis/eng/players/91595153.html,Jun. 30 2002,R,R,Yakult Swallows
Udagawa Yuki,https://npb.jp/bis/eng/players/31535153.html,Nov. 10 1998,R,R,ORIX Buffaloes
Uebayashi Seiji,https://npb.jp/bis/eng/players/91395139.html,Aug. 1 1995,R,L,Chunichi Dragons
Ueda Kai,https://npb.jp/bis/eng/players/01305130.html,Apr. 19 1996,R,S,Hanshin Tigers
Ueda Kotaro,https://npb.jp/bis/eng/players/11515153.html,Sep. 6 2002,L,L,Chunichi Dragons
Ueda Kyuto,https://npb.jp/bis/eng/players/71375159.html,Aug. 12 2001,R,L,Lotte Marines
Ueda Shota,https://npb.jp/bis/eng/players/91395151.html,Dec. 18 1997,R,R,Lotte Marines
Ueda Taiga,https://npb.jp/bis/eng/players/91395159.html,Nov. 15 2001,R,R,Seibu Lions
Uehara Kenta,https://npb.jp/bis/eng/players/41345132.html,Mar. 29 1994,L,L,Nipponham Fighters
Uehara Taiga,https://npb.jp/bis/eng/players/41345150.html,Mar. 13 2007,R,R,ORIX Buffaloes
Uema Towa,https://npb.jp/bis/eng/players/21325151.html,Jan. 31 2001,R,R,Seibu Lions
Uemoto Takashi,https://npb.jp/bis/eng/players/31335137.html,Aug. 22 1990,R,R,Hiroshima Carp
Ueno Kyohei,https://npb.jp/bis/eng/players/01305151.html,Apr. 26 2001,R,R,ORIX Buffaloes
Ugusa Koki,https://npb.jp/bis/eng/players/41345151.html,Apr. 17 1997,R,L,Hiroshima Carp
Ukai Kosuke,https://npb.jp/bis/eng/players/71375155.html,May 30 1999,R,R,Chunichi Dragons
Umebayashi Yuki,https://npb.jp/bis/eng/players/11515151.html,Mar. 14 1998,R,R,Nipponham Fighters
Umebinyuo Okemu Mei,https://npb.jp/bis/eng/players/31535150.html,Apr. 10 2006,R,R,Seibu Lions
Umeno Ryutaro,https://npb.jp/bis/eng/players/21325139.html,Jun. 17 1991,R,R,Hanshin Tigers
Umeno Yugo,https://npb.jp/bis/eng/players/51355134.html,Jan. 13 1999,R,R,Chunichi Dragons
Umetsu Kodai,https://npb.jp/bis/eng/players/81185138.html,Oct. 24 1996,R,R,Chunichi Dragons
Umino Takashi,https://npb.jp/bis/eng/players/81385151.html,Jul. 15 1997,R,R,SoftBank Hawks
Uno Shinjiro,https://npb.jp/bis/eng/players/61365150.html,Jul. 5 2006,R,R,SoftBank Hawks
Urata Shunsuke,https://npb.jp/bis/eng/players/81385150.html,Aug. 30 2002,R,L,Yomiuri Giants
Urena Estamy,https://npb.jp/bis/eng/players/13315151.html,May 27 1999,R,R,Yomiuri Giants
Urushihara Taisei,https://npb.jp/bis/eng/players/11315138.html,Sep. 10 1996,R,L,Hanshin Tigers
Usami Shingo,https://npb.jp/bis/eng/players/61365132.html,Jun. 4 1993,R,L,Chunichi Dragons
Utsunomiya Kisara,https://npb.jp/bis/eng/players/01305159.html,Jun. 23 2004,R,L,Yomiuri Giants
Uwasawa Naoyuki,https://npb.jp/bis/eng/players/51355135.html,Feb. 6 1994,R,R,SoftBank Hawks
Vasquez Braulio,,Apr. 13 1999,R,S,HAYATE Ventures
Vasquez Yerinson,,Aug. 23 2000,R,R,HAYATE Ventures
VerHagen Drew,https://npb.jp/bis/eng/players/33735151.html,Oct. 22 1990,R,R,Nipponham Fighters
Viciedo Dayan,https://npb.jp/bis/eng/players/13715132.html,Mar. 10 1989,R,R,Chunichi Dragons
Vosler Jason,https://npb.jp/bis/eng/players/83785150.html,Sep. 6 1993,R,L,Chunichi Dragons
Voth Austin,https://npb.jp/bis/eng/players/33035150.html,Jun. 26 1992,R,R,Lotte Marines
Wada Koshiro,https://npb.jp/bis/eng/players/33335136.html,Jan. 14 1999,L,L,Lotte Marines
Wada Tsuyoshi,https://npb.jp/bis/eng/players/11815117.html,Feb. 21 1981,L,L,SoftBank Hawks
Wakabayashi Akihiro,https://npb.jp/bis/eng/players/13315136.html,Aug. 26 1993,R,S,Nipponham Fighters
Wakabayashi Gakuto,https://npb.jp/bis/eng/players/53555153.html,Apr. 13 1998,R,R,Seibu Lions
Wakabayashi Gakuto,https://npb.jp/bis/eng/players/53555153.html,Apr. 13 1998,R,R,Yomiuri Giants
Wakamatsu Naoki,https://npb.jp/bis/eng/players/63365150.html,May 10 2000,R,R,DeNA BayStars
Wakatsuki Kenya,https://npb.jp/bis/eng/players/41645139.html,Oct. 4 1995,R,R,ORIX Buffaloes
Wakui Hideaki,https://npb.jp/bis/eng/players/31635110.html,Jun. 21 1986,R,R,Chunichi Dragons
Walker Adam,https://npb.jp/bis/eng/players/03705155.html,Oct. 18 1991,R,R,SoftBank Hawks
Walters Nash,https://npb.jp/bis/eng/players/63965150.html,May 18 1997,R,R,Chunichi Dragons
Wang Yan-Cheng,https://npb.jp/bis/eng/players/43745138.html,Feb. 14 2001,L,L,Rakuten Eagles
Watanabe Aki,https://npb.jp/bis/eng/players/03505157.html,Jan. 29 2000,R,R,DeNA BayStars
Watanabe Haruto,https://npb.jp/bis/eng/players/63565155.html,Sep. 2 1999,L,L,ORIX Buffaloes
Watanabe Kento,https://npb.jp/bis/eng/players/73575153.html,Dec. 26 1998,R,R,Seibu Lions
Watanabe Riku,https://npb.jp/bis/eng/players/93195138.html,Sep. 24 2000,R,L,SoftBank Hawks
Watanabe Ryo,https://npb.jp/bis/eng/players/81685139.html,Apr. 30 1995,R,R,Hanshin Tigers
Watanabe Seiya,https://npb.jp/bis/eng/players/83385150.html,Aug. 31 2002,R,R,Seibu Lions
Watanabe Shota,https://npb.jp/bis/eng/players/23525157.html,Oct. 29 2000,R,R,Rakuten Eagles
Watanabe Yoshiaki,https://npb.jp/bis/eng/players/73175138.html,Jan. 8 1997,R,L,Rakuten Eagles
Watanabe Yuki,https://npb.jp/bis/eng/players/73375136.html,Nov. 8 1995,L,L,SoftBank Hawks
Watanabe Yutaro,https://npb.jp/bis/eng/players/53155138.html,Sep. 21 2000,R,R,Seibu Lions
Watanabe Yuto,https://npb.jp/bis/eng/players/13515150.html,Jul. 7 2002,R,R,Hiroshima Carp
Watarai Ryuki,https://npb.jp/bis/eng/players/33535159.html,Oct. 4 2002,R,L,DeNA BayStars
Waters RikaiJyumile,https://npb.jp/bis/eng/players/13515159.html,Oct. 14 2005,R,R,Rakuten Eagles
Wendelken J.B.,https://npb.jp/bis/eng/players/13715157.html,Mar. 24 1993,R,R,DeNA BayStars
Wick Rowan,https://npb.jp/bis/eng/players/03505159.html,Nov. 9 1992,R,L,DeNA BayStars
Wingenter Trey,https://npb.jp/bis/eng/players/53555150.html,Apr. 15 1994,R,R,Seibu Lions
Yagi Akira,https://npb.jp/bis/eng/players/23325155.html,May 26 1997,R,R,Lotte Marines
Yajure Miguel,https://npb.jp/bis/eng/players/33035159.html,May 1 1998,R,S,Rakuten Eagles
Yajure Miguel,https://npb.jp/bis/eng/players/33035159.html,May 1 1998,R,S,Yakult Swallows
Yamaasa Ryunosuke,https://npb.jp/bis/eng/players/93395157.html,Apr. 21 2004,R,L,Chunichi Dragons
Yamaashi Tatsuya,https://npb.jp/bis/eng/players/13115136.html,Oct. 26 1993,R,R,Hiroshima Carp
Yamaashi Tatsuya,https://npb.jp/bis/eng/players/13115136.html,Oct. 26 1993,R,R,ORIX Buffaloes
Yamada Haruka,https://npb.jp/bis/eng/players/13115130.html,Sep. 30 1996,R,R,Rakuten Eagles
Yamada Haruto,https://npb.jp/bis/eng/players/43345157.html,May 9 2004,R,R,Seibu Lions
Yamada Nobuyoshi,https://npb.jp/bis/eng/players/61465131.html,Sep. 19 1991,L,L,ORIX Buffaloes
Yamada Ryusei,https://npb.jp/bis/eng/players/53555155.html,Sep. 7 2000,L,L,Yomiuri Giants
Yamada Ryusei,,Nov. 18 2005,R,R,Oisix Albirex
Yamada Shuya,https://npb.jp/bis/eng/players/63365159.html,Aug. 20 2005,R,R,Hanshin Tigers
Yamada Tetsuto,https://npb.jp/bis/eng/players/91895133.html,Jul. 16 1992,R,R,Yakult Swallows
Yamagata Shu,https://npb.jp/bis/eng/players/63165150.html,May 1 2002,R,R,Nipponham Fighters
Yamaguchi Ataru,https://npb.jp/bis/eng/players/03305157.html,May 28 1999,R,R,Nipponham Fighters
Yamaguchi Koki,https://npb.jp/bis/eng/players/91895138.html,Aug. 18 2000,R,R,Lotte Marines
Yamaguchi Reo,https://npb.jp/bis/eng/players/83185150.html,May 14 2006,R,R,ORIX Buffaloes
Yamakawa Hotaka,https://npb.jp/bis/eng/players/21425139.html,Nov. 23 1991,R,R,SoftBank Hawks
Yamamoto Daiki,https://npb.jp/bis/eng/players/93195136.html,Nov. 10 1995,L,L,Yakult Swallows
Yamamoto Daito,https://npb.jp/bis/eng/players/33535153.html,Aug. 9 2002,R,R,Lotte Marines
Yamamoto Keita,https://npb.jp/bis/eng/players/93595155.html,Aug. 6 1999,R,L,SoftBank Hawks
Yamamoto Kodai,https://npb.jp/bis/eng/players/63365157.html,Apr. 23 1999,L,L,Nipponham Fighters
Yamamoto Takumi,https://npb.jp/bis/eng/players/03105136.html,Jan. 31 2000,R,R,Nipponham Fighters
Yamamoto Yasuhiro,https://npb.jp/bis/eng/players/93195132.html,Oct. 10 1993,R,R,Chunichi Dragons
Yamamoto Yuudai,https://npb.jp/bis/eng/players/23125136.html,Sep. 11 1998,R,R,DeNA BayStars
Yamamura Takayoshi,https://npb.jp/bis/eng/players/83385153.html,Sep. 28 2002,R,L,Seibu Lions
Yamanaka Ryoma,https://npb.jp/bis/eng/players/33335150.html,Dec. 14 2000,R,L,ORIX Buffaloes
Yamanaka Takayuki,https://npb.jp/bis/eng/players/73575155.html,Mar. 10 1999,R,R,ORIX Buffaloes
Yamano Taichi,https://npb.jp/bis/eng/players/63365153.html,Mar. 24 1999,L,L,Yakult Swallows
Yamanobe Kakeru,https://npb.jp/bis/eng/players/21825138.html,May 24 1994,R,R,Seibu Lions
Yamaoka Taisuke,https://npb.jp/bis/eng/players/83185134.html,Sep. 22 1995,R,L,ORIX Buffaloes
Yamasaki Iori,https://npb.jp/bis/eng/players/03305153.html,Oct. 10 1998,R,L,Yomiuri Giants
Yamasaki Kotaro,https://npb.jp/bis/eng/players/33135132.html,Aug. 11 1993,L,L,Yakult Swallows
Yamasaki Sachiya,https://npb.jp/bis/eng/players/21825130.html,Sep. 9 1992,L,L,Nipponham Fighters
Yamasaki Takuma,https://npb.jp/bis/eng/players/13515155.html,Nov. 6 2003,R,L,SoftBank Hawks
Yamasaki Tsuyoshi,https://npb.jp/bis/eng/players/73175136.html,Dec. 29 1995,R,L,Rakuten Eagles
Yamasaki Yasuaki,https://npb.jp/bis/eng/players/41845130.html,Oct. 2 1992,R,R,DeNA BayStars
Yamasaki Yusuke,https://npb.jp/bis/eng/players/23325153.html,May 2 1998,R,R,Yomiuri Giants
Yamase Shinnosuke,https://npb.jp/bis/eng/players/03105151.html,May 4 2001,R,R,Yomiuri Giants
Yamashiro Kotaro,https://npb.jp/bis/eng/players/13315150.html,Sep. 3 2002,R,R,Nipponham Fighters
Yamashita Hikaru,https://npb.jp/bis/eng/players/33535155.html,Sep. 12 1999,L,L,Yakult Swallows
Yamashita Kyogo,https://npb.jp/bis/eng/players/23325157.html,Jul. 7 2004,R,R,SoftBank Hawks
Yamashita Shunpeita,https://npb.jp/bis/eng/players/43345153.html,Jul. 16 2002,R,R,ORIX Buffaloes
Yamazaki Soichiro,https://npb.jp/bis/eng/players/33335134.html,Jun. 15 1998,R,R,ORIX Buffaloes
Yan Jefry,https://npb.jp/bis/eng/players/53055159.html,Aug. 17 1996,L,L,Seibu Lions
Yanagawa Taisei,https://npb.jp/bis/eng/players/63365155.html,Aug. 21 2003,R,R,Nipponham Fighters
Yanagi Yuya,https://npb.jp/bis/eng/players/63165134.html,Apr. 22 1994,R,R,Chunichi Dragons
Yanagimachi Tatsuru,https://npb.jp/bis/eng/players/73175151.html,Apr. 20 1997,R,L,SoftBank Hawks
Yanagisawa Ozora,https://npb.jp/bis/eng/players/83385155.html,May 31 2003,R,R,Rakuten Eagles
Yanagita Yuki,https://npb.jp/bis/eng/players/31835133.html,Oct. 9 1988,R,L,SoftBank Hawks
Yang Po-Hsiang,https://npb.jp/bis/eng/players/53355150.html,Jan. 23 2005,R,L,Rakuten Eagles
Yano Masaya,https://npb.jp/bis/eng/players/93395153.html,Dec. 16 1998,R,L,Hiroshima Carp
Yano Taijiro,https://npb.jp/bis/eng/players/43145150.html,May 22 2002,R,R,Yakult Swallows
Yasaki Takuya,https://npb.jp/bis/eng/players/71575134.html,Dec. 31 1994,R,R,Hiroshima Carp
Yasaki Takuya,https://npb.jp/bis/eng/players/71575134.html,Dec. 31 1994,R,R,Yakult Swallows
Yasuda Hisanori,https://npb.jp/bis/eng/players/81885136.html,Apr. 15 1999,R,L,Lotte Marines
Yasuda Yuma,https://npb.jp/bis/eng/players/43345155.html,Mar. 3 2000,R,L,Rakuten Eagles
Yasutake Toshiki,https://npb.jp/bis/eng/players/23125150.html,Apr. 17 2001,R,R,Hiroshima Carp
Yazawa Kota,https://npb.jp/bis/eng/players/73375157.html,Aug. 2 2000,L,L,Nipponham Fighters
Yoh Daikan,,Jan. 17 1987,R,R,Oisix Albirex
Yohkawa Naomasa,https://npb.jp/bis/eng/players/11615139.html,Jul. 17 1991,R,R,Seibu Lions
Yokogawa Kai,https://npb.jp/bis/eng/players/81885138.html,Aug. 30 2000,L,L,Yomiuri Giants
Yokoyama Kaede,https://npb.jp/bis/eng/players/03505155.html,Dec. 28 1997,R,S,ORIX Buffaloes
Yokoyama Rikuto,https://npb.jp/bis/eng/players/23125151.html,Aug. 5 2001,R,R,Lotte Marines
Yokoyama Seiya,https://npb.jp/bis/eng/players/83385159.html,Oct. 28 2005,R,L,ORIX Buffaloes
Yonamine Micah,https://npb.jp/bis/eng/players/83985150.html,Oct. 10 2000,R,R,Nipponham Fighters
Yoshida Kengo,https://npb.jp/bis/eng/players/13515157.html,Jan. 18 2001,R,R,Nipponham Fighters
Yoshida Kengo,https://npb.jp/bis/eng/players/13515157.html,Jan. 18 2001,R,R,SoftBank Hawks
Yoshida Kosei,https://npb.jp/bis/eng/players/13115138.html,Jan. 12 2001,R,R,ORIX Buffaloes
Yoshida Ryo,https://npb.jp/bis/eng/players/13315132.html,Jun. 20 1997,R,R,Lotte Marines
Yoshida Seiya,https://npb.jp/bis/eng/players/93395150.html,May 23 2002,L,L,Chunichi Dragons
