,Player,ポジション,投打,身長／体重,生年月日,経歴,ドラフト
https://npb.jp/bis/players/13715159.html,Ａ．ケイ,,左投左打,183cm／102kg,1995年3月21日,コネチカット大 - ブルージェイズ - カブス - メッツ,
https://npb.jp/bis/players/31935155.html,小園　健太,投手,右投右打,185cm／90kg,2003年4月9日,市立和歌山高,2021年ドラフト1位
https://npb.jp/bis/players/81785159.html,近藤　大雅,捕手,右投右打,174cm／87kg,2005年9月18日,専大北上高,2023年育成選手ドラフト5位
https://npb.jp/bis/players/71975150.html,小針　大輝,外野手,左投左打,192cm／88kg,2006年10月10日,日大鶴ヶ丘高,2024年育成選手ドラフト1位
https://npb.jp/bis/players/71975134.html,佐々木　千隼,投手,右投右打,181cm／83kg,1994年6月8日,日野高 - 桜美林大,2016年ドラフト1位
https://npb.jp/bis/players/91995134.html,佐野　恵太,外野手,右投左打,178cm／88kg,1994年11月28日,広陵高 - 明治大,2016年ドラフト9位
https://npb.jp/bis/players/11015151.html,坂本　裕哉,投手,左投左打,181cm／88kg,1997年7月28日,福岡大大濠高 - 立命館大,2019年ドラフト2位
https://npb.jp/bis/players/61965150.html,坂口　翔颯,投手,右投右打,180cm／84kg,2002年9月12日,報徳学園高 - 国学院大,2024年ドラフト6位
https://npb.jp/bis/players/41945132.html,柴田　竜拓,内野手,右投左打,167cm／68kg,1993年12月16日,岡山理大付高 - 国学院大,2015年ドラフト3位
https://npb.jp/bis/players/01905157.html,上甲　凌大,捕手,右投左打,184cm／90kg,2001年1月29日,宇和島東高 - 伯和ビクトリーズ - 四国・愛媛,2022年育成選手ドラフト1位
https://npb.jp/bis/players/41945159.html,清水　麻成,投手,右投右打,187cm／84kg,2005年10月6日,樹徳高,2023年育成選手ドラフト2位
https://npb.jp/bis/players/81985159.html,庄司　陽斗,投手,左投左打,184cm／93kg,2001年5月31日,聖和学園高 - 青森大,2023年育成選手ドラフト4位
https://npb.jp/bis/players/43745159.html,Ａ．ジャクソン,投手,右投右打,190cm／95kg,1996年5月1日,ユタ大 - ドジャース - パイレーツ,
https://npb.jp/bis/players/41045150.html,篠木　健太郎,投手,右投左打,177cm／80kg,2002年5月7日,木更津総合高 - 法政大,2024年ドラフト2位
https://npb.jp/bis/players/31935139.html,関根　大気,外野手,左投左打,173cm／78kg,1995年6月28日,東邦高,2013年ドラフト5位
https://npb.jp/bis/players/01905139.html,平良　拳太郎,投手,右投右打,180cm／80kg,1995年7月12日,北山高,2013年ドラフト5位
https://npb.jp/bis/players/11215159.html,高見澤　郁魅,内野手,右投左打,183cm／85kg,2006年1月18日,敦賀気比高,2023年育成選手ドラフト1位
https://npb.jp/bis/players/91295159.html,武田　陸玖,投手,左投左打,173cm／78kg,2005年6月6日,山形中央高,2023年ドラフト3位
https://npb.jp/bis/players/11415150.html,竹田　祐,投手,右投右打,184cm／96kg,1999年7月5日,履正社高 - 明治大 - 三菱重工West,2024年ドラフト1位
https://npb.jp/bis/players/91495150.html,田内　真翔,内野手,右投右打,177cm／81kg,2007年3月6日,おかやま山陽高,2024年ドラフト5位
https://npb.jp/bis/players/91095138.html,知野　直人,内野手,右投右打,182cm／85kg,1999年2月16日,第一学院高 - BC・新潟,2018年ドラフト6位
https://npb.jp/bis/players/41945131.html,筒香　嘉智,内野手,右投左打,185cm／97kg,1991年11月26日,横浜高,2009年ドラフト1位
https://npb.jp/bis/players/43545151.html,Ｙ．ディアス,,左投左打,191cm／93kg,1999年6月10日,ボリバリアーノドロレス高,
https://npb.jp/bis/players/41245132.html,戸柱　恭孝,捕手,右投左打,179cm／90kg,1990年4月11日,鹿屋中央高 - 駒沢大 - NTT西日本,2015年ドラフト4位
https://npb.jp/bis/players/81285155.html,徳山　壮磨,,右投右打,183cm／87kg,1999年6月6日,大阪桐蔭高 - 早稲田大,2021年ドラフト2位
https://npb.jp/bis/players/21225136.html,中川　虎大,投手,右投右打,178cm／85kg,1999年10月2日,箕島高,2017年育成選手ドラフト1位
https://npb.jp/bis/players/71475136.html,西巻　賢二,内野手,右投右打,167cm／70kg,1999年4月22日,仙台育英高,2017年ドラフト6位
https://npb.jp/bis/players/71675134.html,浜地　真澄,投手,右投右打,185cm／88kg,1998年5月25日,福岡大大濠高,2016年ドラフト4位
https://npb.jp/bis/players/21425153.html,颯,投手,右投左打,184cm／80kg,1998年10月10日,桐光学園高 - 立教大,2020年ドラフト4位
https://npb.jp/bis/players/31635157.html,橋本　達弥,投手,右投右打,181cm／84kg,2000年7月18日,長田高 - 慶応大,2022年ドラフト5位
https://npb.jp/bis/players/91695157.html,林　琢真,内野手,右投左打,171cm／80kg,2000年8月24日,東邦高 - 駒沢大,2022年ドラフト3位
https://npb.jp/bis/players/33235157.html,Ｔ．バウアー,,右投右打,185cm／92kg,1991年1月17日,カリフォルニア大ロサンゼルス校 - ダイヤモンドバックス - インディアンス - レッズ - ドジャース,
https://npb.jp/bis/players/13715132.html,Ｄ．ビシエド,内野手,右投右打,185cm／108kg,1989年3月10日,エスクエラデポルテエスパ高 - ホワイトソックス,
https://npb.jp/bis/players/41045137.html,藤浪　晋太郎,投手,右投右打,197cm／98kg,1994年4月12日,大阪桐蔭高,2012年ドラフト1位
https://npb.jp/bis/players/61665155.html,深沢　鳳介,投手,右投右打,177cm／80kg,2003年11月5日,専大松戸高,2021年ドラフト5位
https://npb.jp/bis/players/03205159.html,Ｍ．フォード,,右投左打,183cm／102kg,1992年7月4日,プリンストン大 - ヤンキース - ジャイアンツ - マリナーズ - ブレーブス - エンゼルス - マリナーズ - レッズ,
https://npb.jp/bis/players/71875134.html,堀岡　隼人,投手,右投右打,183cm／87kg,1998年9月11日,青森山田高,2016年育成選手ドラフト7位
https://npb.jp/bis/players/91695138.html,益子　京右,捕手,右投右打,176cm／95kg,2000年12月27日,青藍泰斗高,2018年ドラフト5位
https://npb.jp/bis/players/13115153.html,牧　秀悟,内野手,右投右打,178cm／97kg,1998年4月21日,松本第一高 - 中央大,2020年ドラフト2位
https://npb.jp/bis/players/93195153.html,松本　隆之介,投手,左投左打,188cm／94kg,2002年7月31日,横浜高,2020年ドラフト3位
https://npb.jp/bis/players/33235155.html,Ｈ．マルセリーノ,投手,右投右打,191cm／82kg,2002年6月16日,ヘネーロペレス高 - 米マイナー,
https://npb.jp/bis/players/21825157.html,松尾　汐恩,捕手,右投右打,178cm／82kg,2004年7月6日,大阪桐蔭高,2022年ドラフト1位
https://npb.jp/bis/players/23125159.html,松本　凌人,投手,右投右打,185cm／92kg,2001年12月5日,神戸国際大付高 - 名城大,2023年ドラフト2位
https://npb.jp/bis/players/41245137.html,三嶋　一輝,,右投両打,175cm／80kg,1990年5月7日,福岡工 - 法政大,2012年ドラフト2位
https://npb.jp/bis/players/51455137.html,宮﨑　敏郎,内野手,右投右打,172cm／85kg,1988年12月12日,厳木高 - 日本文理大 - セガサミー,2012年ドラフト6位
https://npb.jp/bis/players/33135134.html,三森　大貴,内野手,右投左打,186cm／76kg,1999年2月21日,青森山田高,2016年ドラフト4位
https://npb.jp/bis/players/51855138.html,宮城　滝太,投手,右投右打,181cm／80kg,2000年7月15日,滋賀学園高,2018年育成選手ドラフト1位
https://npb.jp/bis/players/01405139.html,森　唯斗,,右投右打,175cm／91kg,1992年1月8日,海部高 - 三菱自動車倉敷オーシャンズ,2013年ドラフト2位
https://npb.jp/bis/players/93195134.html,森原　康平,投手,右投左打,185cm／88kg,1991年12月26日,広島・山陽高 - 近畿大工学部 - 新日鉄住金広畑,2016年ドラフト5位
https://npb.jp/bis/players/33135151.html,森　敬斗,内野手,右投左打,177cm／80kg,2002年1月28日,桐蔭学園高,2019年ドラフト1位
https://npb.jp/bis/players/63165157.html,森下　瑠大,投手,左投左打,180cm／75kg,2004年9月19日,京都国際高,2022年ドラフト4位
https://npb.jp/bis/players/41845130.html,山﨑　康晃,投手,右投右打,179cm／88kg,1992年10月2日,帝京高 - 亜細亜大,2014年ドラフト1位
https://npb.jp/bis/players/23125136.html,山本　祐大,捕手,右投右打,180cm／87kg,1998年9月11日,京都翔英高 - BC・滋賀,2017年ドラフト9位
https://npb.jp/bis/players/33535157.html,吉野　光樹,投手,右投右打,176cm／80kg,1998年7月19日,九州学院高 - 上武大 - トヨタ自動車,2022年ドラフト2位
https://npb.jp/bis/players/73375150.html,吉岡　暖,投手,右投右打,182cm／88kg,2006年8月28日,阿南光高,2024年育成選手ドラフト2位
https://npb.jp/bis/players/33535159.html,度会　隆輝,外野手,右投左打,183cm／83kg,2002年10月4日,横浜高 - ENEOS,2023年ドラフト1位
https://npb.jp/bis/players/63365150.html,若松　尚輝,投手,右投右打,184cm／93kg,2000年5月10日,札幌第一高 - 札幌学院大 - 四国・高知,2024年ドラフト4位
https://npb.jp/bis/players/71175153.html,秋広　優人,内野手,右投左打,201cm／107kg,2002年9月17日,二松学舎大付高,2020年ドラフト5位
https://npb.jp/bis/players/51155155.html,赤星　優志,投手,右投右打,175cm／82kg,1999年7月2日,日大鶴ヶ丘高 - 日本大,2021年ドラフト3位
https://npb.jp/bis/players/31135157.html,相澤　白虎,外野手,右投右打,178cm／84kg,2004年5月28日,桐蔭学園高,2022年育成選手ドラフト5位
https://npb.jp/bis/players/91195157.html,浅野　翔吾,外野手,右投右打,172cm／89kg,2004年11月24日,高松商,2022年ドラフト1位
https://npb.jp/bis/players/71175150.html,荒巻　悠,内野手,右投左打,184cm／100kg,2002年12月23日,祐誠高 - 上武大,2024年ドラフト3位
https://npb.jp/bis/players/31335135.html,今村　信貴,,左投左打,180cm／90kg,1994年3月15日,太成学院大高,2011年ドラフト2位
https://npb.jp/bis/players/01105138.html,泉　圭輔,投手,右投右打,188cm／87kg,1997年3月2日,金沢西高 - 金沢星稜大,2018年ドラフト6位
https://npb.jp/bis/players/51355151.html,井上　温大,投手,左投左打,176cm／86kg,2001年5月13日,前橋商,2019年ドラフト4位
https://npb.jp/bis/players/61165153.html,石川　達也,投手,左投右打,178cm／83kg,1998年4月15日,横浜高 - 法政大,2020年育成選手ドラフト1位
https://npb.jp/bis/players/81185155.html,石田　隼都,投手,左投左打,183cm／92kg,2003年4月5日,東海大相模高,2021年ドラフト4位
https://npb.jp/bis/players/61165159.html,泉口　友汰,内野手,右投左打,178cm／84kg,1999年5月17日,大阪桐蔭高 - 青山学院大 - NTT西日本,2023年ドラフト4位
https://npb.jp/bis/players/41145150.html,石田　充冴,投手,右投右打,192cm／90kg,2006年7月21日,北星学園大付高,2024年ドラフト4位
https://npb.jp/bis/players/61165150.html,石塚　裕惺,内野手,右投右打,182cm／94kg,2006年4月6日,花咲徳栄高,2024年ドラフト1位
https://npb.jp/bis/players/01305159.html,宇都宮　葵星,内野手,右投左打,175cm／70kg,2004年6月23日,松山工 - 四国・愛媛,2023年育成選手ドラフト3位
https://npb.jp/bis/players/81385150.html,浦田　俊輔,内野手,右投左打,171cm／67kg,2002年8月30日,長崎・海星高 - 九州産業大,2024年ドラフト2位
https://npb.jp/bis/players/41345135.html,乙坂　智,,右投左打,183cm／83kg,1994年1月6日,横浜高,2011年ドラフト5位
https://npb.jp/bis/players/11515130.html,岡本　和真,,右投右打,186cm／100kg,1996年6月30日,智弁学園高,2014年ドラフト1位
https://npb.jp/bis/players/01505132.html,オコエ　瑠偉,,右投右打,185cm／100kg,1997年7月21日,関東第一高,2015年ドラフト1位
https://npb.jp/bis/players/71375134.html,大江　竜聖,投手,左投左打,173cm／79kg,1999年1月15日,二松学舎大付高,2016年ドラフト6位
https://npb.jp/bis/players/21325136.html,大城　卓三,捕手,右投左打,187cm／97kg,1993年2月11日,東海大相模高 - 東海大 - NTT西日本,2017年ドラフト3位
https://npb.jp/bis/players/81385155.html,岡田　悠希,外野手,右投左打,184cm／86kg,2000年1月19日,龍谷大平安高 - 法政大,2021年ドラフト5位
https://npb.jp/bis/players/91595133.html,甲斐　拓也,捕手,右投右打,170cm／87kg,1992年11月5日,楊志館高,2010年育成選手ドラフト6位
https://npb.jp/bis/players/21525155.html,亀田　啓太,捕手,右投右打,185cm／97kg,1999年4月9日,東海大甲府高 - 東海大,2021年育成選手ドラフト3位
https://npb.jp/bis/players/11515157.html,門脇　誠,内野手,右投左打,172cm／75kg,2001年1月24日,創価高 - 創価大,2022年ドラフト4位
https://npb.jp/bis/players/91595136.html,岸田　行倫,捕手,右投右打,176cm／90kg,1996年10月10日,報徳学園高 - 大阪ガス,2017年ドラフト2位
https://npb.jp/bis/players/31935153.html,喜多　隆介,捕手,右投右打,179cm／93kg,1998年8月25日,小松大谷高 - 京都先端科学大,2020年育成選手ドラフト2位
https://npb.jp/bis/players/71975153.html,木下　幹也,投手,右投右打,186cm／100kg,2002年5月1日,横浜高,2020年育成選手ドラフト4位
https://npb.jp/bis/players/31735155.html,菊地　大稀,投手,右投左打,186cm／97kg,1999年6月2日,佐渡高 - 桐蔭横浜大,2021年育成選手ドラフト6位
https://npb.jp/bis/players/91795155.html,京本　眞,投手,右投右打,190cm／91kg,2004年2月6日,明豊高,2021年育成選手ドラフト7位
https://npb.jp/bis/players/21525157.html,北村　流音,内野手,右投右打,174cm／78kg,2005年2月20日,桐生第一高,2022年育成選手ドラフト8位
https://npb.jp/bis/players/73575150.html,Ｔ．キャベッジ,外野手,右投左打,188cm／92kg,1997年5月3日,グレインジャー高 - エンゼルス - アストロズ,
https://npb.jp/bis/players/03705157.html,Ｆ．グリフィン,,左投左打,190cm／102kg,1995年7月27日,ザファーストアカデミー - ロイヤルズ - ブルージェイズ,
https://npb.jp/bis/players/83085150.html,Ｆ．グズマン,投手,左投左打,189cm／90kg,2006年12月30日,エリアスロドリゲス高,
https://npb.jp/bis/players/73975155.html,Ｋ．ケラー,,右投右打,193cm／92kg,1993年4月28日,サウスイースタンルイジアナ大 - マーリンズ - エンゼルス - パイレーツ,
https://npb.jp/bis/players/91795139.html,小林　誠司,捕手,右投右打,178cm／86kg,1989年6月7日,広陵高 - 同志社大 - 日本生命,2013年ドラフト1位
https://npb.jp/bis/players/81785132.html,近藤　大亮,,右投右打,177cm／80kg,1991年5月29日,浪速高 - 大阪商業大 - パナソニック,2015年ドラフト2位
https://npb.jp/bis/players/91795134.html,郡　拓也,捕手,右投右打,179cm／88kg,1998年4月25日,帝京高,2016年ドラフト7位
https://npb.jp/bis/players/51955114.html,坂本　勇人,内野手,右投右打,186cm／86kg,1988年12月14日,光星学院高,2006年高校生ドラフト1巡目
